IPO Status,Ticker Code,Company Name,Sector,Subsector,Listing Board,Final Price (Rp),Return D1,Return D2,Return D3,Return D4,Return D5,Return D6,Return D7,Return from Listing Date,Line of Business,Address,Website,Number of shares offered,% of Total Shares,Participant Admin,Underwriter(s),Book Building Opening,Book Building Closing,Lowest Book Building Price (Rp),Highest Book Building Price (Rp),Opening of Offering Period,Closing of Offering Period,Closing Date,Distribution Date,Listing Date,Warrant per share ratio,Exercise Price (Warrant) (Rp)
Closed,MDIY,PT Daya Intiguna Yasa Tbk,Consumer Non-Cyclicals Syariah,,,Rp 1.650,,,,,,,,,,,,,,,,,,,,,,,,19 Dec 2024,,
Closed,AADI,PT Adaro Andalan Indonesia Tbk,Energy Syariah,,,Rp 5.550,,,,,,,,,,,,,,,,,,,,,,,,05 Dec 2024,,
Closed,DAAZ,PT Daaz Bara Lestari Tbk,Basic Materials Syariah,,,Rp 880,,,,,,,,,,,,,,,,,,,,,,,,11 Nov 2024,,
Closed,NAIK,PT Adiwarna Anugerah Abadi Tbk,Industrials Syariah,,,Rp 107,,,,,,,,,,,,,,,,,,,,,,,,13 Nov 2024,,
Closed,BOAT,PT NEWPORT MARINE SERVICES TBK,Energy,"Oil, Gas & Coal Equipment & Services",,Rp 100,,,,,,,,,Sewa dan Menyewa Kapal Untuk Menunjang Kegiatan Lepas Pantai,"Thamrin Residences - Office Park Unit C18 Thamrin Boulevard (Kebon Kacang Raya) Jakarta Pusat, 10230 Telepon +6221 23579928 Fax +6221 23579927",https://nms-ina.com/,10.004.800 Lot,28.57%,OD - BRI DANAREKSA SEKURITAS,OD - BRI DANAREKSA SEKURITAS,,,,,,,,,12 Nov 2024,,
Waiting For Offering,BACHSyariah,PT Bach Multi Global Tbk.,Industrials,Diversified Industrial Trading,,,,,,,,,,,Penjualan dan Penyewaan Genset serta Jasa Konstruksi dan Pemeliharaan Infrastruktur Telekomunikasi,"Wisma 81, Jalan Cideng Barat No. 81, Gambir, Jakarta Pusat, DKI Jakarta 10150",https://www.bachgroup.co.id/,6.150.000 Lot,15.06%,AO - ERDIKHA ELIT SEKURITAS,AO - ERDIKHA ELIT SEKURITAS,22 Jun 2026,24 Jun 2026,Rp 400,Rp 500,,,,,,,
Waiting For Offering,JECXSyariah,PT Nitrasanata Dharma Tbk,Healthcare,Healthcare Providers,,,,,,,,,,,Bergerak dalam bidang akitvitas rumah sakit swasta dan aktivitas klinik swasta,"Jl. Teuku Cik Ditiro No. 46, Menteng Jakarta Pusat, 10310 - Indonesia",https://www.jec.co.id,4.879.835 Lot,15%,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,22 Jun 2026,24 Jun 2026,Rp 1.200,Rp 1.400,,,,,,,
Waiting For Offering,JELISyariah,PT Niramas Utama Tbk,Consumer Non-Cyclicals,Processed Foods,,,,,,,,,,,Bergerak dalam bidang Industri Makanan dan Minuman Penutup,"Jl. Bekasi Tambun KM.39.5, Jatimulya, Kecamatan Tambun Selatan, Kabupaten Bekasi Jawa Barat, 17510 - Indonesia",https://inacofood.com/,3.500.000 Lot,25.93%,AZ - SUCOR SEKURITAS,AZ - SUCOR SEKURITAS,15 Jun 2026,22 Jun 2026,Rp 900,Rp 1.120,,,,,,,
Closed,WBSASyariah,PT BSA Logistics Indonesia Tbk,Transportation & Logistic,Logistics & Deliveries,,Rp 168,,,,,,,,,"Bergerak Dalam Bidang Usaha Angkutan Multimoda, Pergudangan dan Penyimpanan, Aktivitas Cold Storage","Jl. Raya Cakung Cilincing KM 3 Kelurahan Cakung Barat, Kecamatan Cakung Jakarta Timur 13910",https://www.bsa-logistics.co.id,18.000.000 Lot,20.75%,MG - SEMESTA INDOVEST SEKURITAS,MG - SEMESTA INDOVEST SEKURITASTP - OCBC SEKURITAS INDONESIAIU - INDO CAPITAL SEKURITAS,,,,,,,,,10 Apr 2026,,
Closed,PJHBSyariah,PT Pelayaran Jaya Hidup Baru Tbk.,Transportation & Logistic,Logistics & Deliveries,,Rp 330,,,,,,,,,Angkutan Laut Perairan Pelabuhan Dalam Negeri untuk Barang berupa Alat Berat dan Kontainer,"Jl. Panglima Batur No. 36, Pelabuhan, Kec. Samarinda Kota, Kota Samarinda, Prov. Kalimantan Timur, Kode Pos: 75112",https://www.pelayaranjayahidupbaru.com,4.800.000 Lot,25%,PO - PILARMAS INVESTINDO SEKURITAS,PO - PILARMAS INVESTINDO SEKURITAS,,,,,,,,,06 Nov 2025,,Rp 330
Closed,CHEKSyariah,PT Diastika Biotekindo Tbk,Healthcare,Healthcare Equipment,,Rp 128,,,,,,,,,Distributor Alat Kesehatan,"Kawasan Industri Pulogadung, Jl. Rawagelam V, Blok L, No Kav 11-13, Kel. Jatinegara Kec. Cakung Jakarta Timur, Jakarta",https://diastika.co.id/,8.150.000 Lot,20.04%,YJ - LOTUS ANDALAN SEKURITAS,YJ - LOTUS ANDALAN SEKURITAS,,,,,,,,,10 Jul 2025,,
Closed,MERISyariah,PT Merry Riana Edukasi Tbk,Consumer Cyclicals,Education Services,,Rp 128,,,,,,,,,Pendidikan sebagai Lembaga Kursus dan Pelatihan,"Soho Capital lantai 42 unit 4201-4203, Podomoro City, Jl S Parman Kav. 28, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat – 11470",http://merryrianaeducation.com,2.351.325 Lot,22.72%,YJ - LOTUS ANDALAN SEKURITAS,YJ - LOTUS ANDALAN SEKURITAS,,,,,,,,,10 Jul 2025,,
Closed,BLOGSyariah,PT Trimitra Trans Persada Tbk,Transportation & Logistic,Logistics & Deliveries,,Rp 250,,,,,,,,,Logistik terintegrasi yang terdiri atas jasa pengangkutan dan pergudangan (melalui Entitas Anak),"Alfa Tower, Lantai 28 Jl. Jalur Sutera Barat, Kav 7-9, Alam Sutera, Tangerang, Indonesia",https://b-log.co.id/id/home-id/,5.632.479 Lot,16.67%,SQ - BCA SEKURITAS,SQ - BCA SEKURITAS,,,,,,,,,10 Jul 2025,,
Closed,PMUISyariah,PT Prima Multi Usaha Indonesia Tbk,Consumer Cyclicals,Consumer Distributors,,Rp 180,,,,,,,,,Perdagangan Besar Telekomunikasi dan Aktivitas Konsultasi Manajemen,"Gedung Grha Prima Indonesia, Jl. Tuparev No. 87 A. Kabupaten Cirebon, Jawa Barat - 45113, Indonesia",https://www.pmui.co.id,11.600.000 Lot,20%,BQ - KOREA INVESTMENT AND SEKURITAS INDONESIA,BQ - KOREA INVESTMENT AND SEKURITAS INDONESIA,,,,,,,,,10 Jul 2025,,
Closed,PSATSyariah,PT Pancaran Samudera Transport Tbk,Transportation & Logistic,Passenger Marine Transportation,,Rp 900,,,,,,,,,Bidang Angkutan Laut Dalam Negeri untuk Barang Umum dan Barang Khusus dan Perusahaan Holding,"Gedung Kirana Three (Bellatera) Lt. 11 Jl. Boulevard Raya Kav. 1, Kelapa Gading Jakarta Utara – 14240",https://www.pancaran-samudera.co.id,2.223.530 Lot,15%,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG - TRIMEGAH SEKURITAS INDONESIA TBK.SQ - BCA SEKURITAS,,,,,,,,,08 Jul 2025,,
Closed,DKHHSyariah,PT Cipta Sarana Medika Tbk,Healthcare,Healthcare Providers,,Rp 132,,,,,,,,,Rumah Sakit Swasta,"Jl Siliwangi No. 139, Cibadak, Kec Cibadak, Kabupaten Sukabumi, Jawa Barat 43351",https://www.dkhhospitals.com,5.300.000 Lot,20.78%,EP - MNC SEKURITAS,EP - MNC SEKURITAS,,,,,,,,,08 May 2025,,Rp 155
Closed,FORESyariah,PT Fore Kopi Indonesia Tbk,Consumer Non-Cyclicals,Soft Drinks,,Rp 188,,,,,,,,,Bisnis Kedai Kopi,"Gedung Graha Ganesha, Lantai 1 Suite 120 & 130 Jl. Hayam Wuruk Nomor 28, Jakarta Pusat 10120",https://www.fore.coffee,18.800.000 Lot,21.08%,HP - HENAN PUTIHRAI SEKURITAS,HP - HENAN PUTIHRAI SEKURITASCC - MANDIRI SEKURITAS,,,,,,,,,14 Apr 2025,,
Closed,MDLASyariah,PT Medela Potentia Tbk,Healthcare,Pharmaceuticals,,Rp 188,,,,,,,,,Perusahaan induk atas grup usaha yang bergerak di sektor kesehatan,"Jl. RS. Fatmawati Kav. 33, Cilandak Barat, Jakarta Selatan 12420, DKI Jakarta.",https://www.medela-potentia.com,35.000.000 Lot,25%,CC - MANDIRI SEKURITAS,CC - MANDIRI SEKURITASPD - INDO PREMIER SEKURITAS,,,,,,,,,15 Apr 2025,,
Closed,YUPISyariah,PT Yupi Indo Jelly Gum Tbk,Consumer Non-Cyclicals,Processed Foods,,Rp 2.390,,,,,,,,,Industri Kembang Gula,"Jl. Pancasila IV, Desa Cicadas, Kecamatan Gunung Putri, Kabupaten Bogor, 16964, Jawa Barat, Indonesia",https://www.yupi.co.id,8.544.489 Lot,10%,CC - MANDIRI SEKURITAS,CC - MANDIRI SEKURITASC3 - PT CIMB Niaga SekuritasTP - OCBC SEKURITAS INDONESIA,,,,,,,,,25 Mar 2025,,
Closed,KAQISyariah,PT Jantra Grupo Indonesia Tbk,Consumer Cyclicals,Auto Parts & Equipment,,Rp 118,,,,,,,,,"Bergerak dalam bidang usaha perawatan, perbaikan, dan perdagangan suku cadang dan aksesori kaki-kaki","Jalan Raya Cirendeu No. 9, Pisangan Kecamatan Ciputat Timur Kota Tangerang Selatan, Banten 15419",https://www.jantragrupoindonesia.com/,4.500.000 Lot,21.68%,DR - RHB SEKURITAS INDONESIA,DR - RHB SEKURITAS INDONESIA,,,,,,,,,10 Mar 2025,,
Closed,MINESyariah,PT Sinar Terang Mandiri Tbk,Basic Materials,Diversified Metals & Minerals,,Rp 216,,,,,,,,,Aktivitas Penunjang Pertambangan dan Penggalian Lainnya,"Treasury Tower, Lantai 5 Unit G, District 8 SCBD Lot 28 Jl. Jend. Sudirman Kav. 52-53, Kecamatan Kebayoran Baru Jakarta Selatan 12190",https://www.sinarterangmandiri.com,6.126.653 Lot,15%,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,,,,,,,,,10 Mar 2025,,
Closed,OBATSyariah,PT Brigit Biofarmaka Teknologi Tbk,Healthcare,Pharmaceuticals,,Rp 350,,,,,,,,,"Maklon Herbal, Kosmetik, dan Minuman Fungsional dan Botanikal.","Jalan Raya Tawangsari-Klaten, Rejosari, RT 01, RW 07, Kateguhan, Tawangsari, Kab. Sukoharjo, Jawa Tengah 57561. Telepon: 0271-5992141",https://brigit.co.id/,1.700.000 Lot,28.33%,AD - SUKADANA PRIMA SEKURITAS,AD - SUKADANA PRIMA SEKURITAS,,,,,,,,,13 Jan 2025,,Rp 350
Closed,CBDKSyariah,PT Bangun Kosambi Sukses Tbk,Properties & Real Estate,Real Estate Development & Management,,Rp 4.060,,,,,,,,,Bergerak dalam bidang Real Estat dan Aktivitas Perusahaan Holding,"Jl. Inspeksi PIK 2, Terusan Jalan Perancis No.5 Tangerang 15211, Indonesia",http://www.cbdpik2.com/,5.668.945 Lot,10%,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,,,,,,,,,13 Jan 2025,,
Closed,DGWGSyariah,PT Delta Giri Wacana Tbk,Basic Materials,Agricultural Chemicals,,Rp 230,,,,,,,,,Perdagangan Besar Pupuk dan Produk Agrokimia,"Gedung DGW Group Jl. Agung Karya VI, Kav. A, No.7, Kelurahan Papanggo, Kecamatan Tanjung Priok, Kota Administrasi Jakarta Utara 14340, Provinsi DKI Jakarta",https://www.dgw.co.id/,8.823.530 Lot,15%,OD - BRI DANAREKSA SEKURITAS,OD - BRI DANAREKSA SEKURITASIF - SAMUEL SEKURITAS INDONESIAAH - SHINHAN SEKURITAS INDONESIA,,,,,,,,,13 Jan 2025,,
Closed,HGIISyariah,PT Hero Global Investment Tbk,Infrastructures,Electric Utilities,,Rp 200,,,,,,,,,Bergerak dalam bidang aktivitas perusahaan holding di bidang energi baru terbarukan,"Jl. Setiabudi Tengah No. 22 Kuningan, Setiabudi, Jakarta Selatan 12910, DKI Jakarta, Indonesia Tel. (+62 21) 522 7533 Fax. (+62 21) 525 0019",https://www.heroglobalinvestment.com,13.000.000 Lot,20%,TP - OCBC SEKURITAS INDONESIA,TP - OCBC SEKURITAS INDONESIAAI - KAY HIAN SEKURITAS,,,,,,,,,09 Jan 2025,,
Closed,BRRCSyariah,PT Raja Roti Cemerlang Tbk,Consumer Non-Cyclicals,Processed Foods,,Rp 210,,,,,,,,,Produksi tepung roti (breadcrumbs),"Kampung Pulo Kendal RT002/RW003, Kel. Setia Asih, Kec. Tarumajaya, Kab. Bekasi, Provinsi Jawa Barat 17215 Telepon: 021-29084611",https://www.rajaroticemerlang.com,2.915.000 Lot,30.01%,XA - NH KORINDO SEKURITAS INDONESIA,XA - NH KORINDO SEKURITAS INDONESIA,,,,,,,,,09 Jan 2025,,Rp 210
Closed,KSIXSyariah,PT Kentanix Supra International Tbk,Properties & Real Estate,Real Estate Development & Management,,Rp 452,,,,,,,,,Bergerak dalam bidang pembangunan kawasan perumahan (real estate),"Plaza Property, Komplek Pertokoan Pulomas Blok VIII No. 1 Jl. Perintis Kemerdekaan, Desa/Kelurahan Pulo Gadung, Kec. Pulogadung, Kota Adm. Jakarta Timur, Provinsi DKI Jakarta, Kode Pos: 13260",https://www.kentanix.com,3.206.748 Lot,15%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITAS,,,,,,,,,08 Jan 2025,,
Closed,MDIYSyariah,PT Daya Intiguna Yasa Tbk,Consumer Non-Cyclicals,Household Products,,Rp 1.650,,,,,,,,,"Perdagangan eceran alat-alat rumah tangga, dan lainnya","Gedung AIA, Lantai 30, Jl. Jenderal Sudirman Kav. 48A , Jakarta Selatan, 12930",http://corporate-id.mrdiy.com,25.190.394 Lot,10%,CC - MANDIRI SEKURITAS,CC - MANDIRI SEKURITASC3 - PT CIMB Niaga Sekuritas,,,,,,,,,19 Dec 2024,,
Closed,AADISyariah,PT Adaro Andalan Indonesia Tbk,Energy,Coal Production,,Rp 5.550,,,,,,,,,Perusahaan holding dibidang pertambangan batubara dan kegiatan usaha lainnya melalui Perusahaan Anak,"Cyber 2 Tower Lantai 26 Jl. H.R. Rasuna Said Blok X-5, No.13 Jakarta 12950 - Indonesia",https://www.adaroindonesia.com,7.786.892 Lot,10%,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,,,,,,,,,05 Dec 2024,,
Closed,DAAZSyariah,PT Daaz Bara Lestari Tbk,Basic Materials,Diversified Metals & Minerals,,Rp 880,,,,,,,,,"Perdagangan besar logam dan bijih logam, dan aktivitas perusahaan holding","Gedung Office 8, SCBD Lot 28, Lantai 21 Unit E dan F, Jl. Senopati No. 8B, Desa/Kelurahan Senayan, Kec. Kebayoran Baru, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos: 12190.",https://www.daaz-group.com,3.000.000 Lot,15.02%,HP - HENAN PUTIHRAI SEKURITAS,HP - HENAN PUTIHRAI SEKURITASYU - CGS INTERNATIONAL SEKURITAS INDONESIA,,,,,,,,,11 Nov 2024,,
Closed,NAIKSyariah,PT Adiwarna Anugerah Abadi Tbk,Industrials,Diversified Industrial Trading,,Rp 107,,,,,,,,,Bergerak dalam bidang Perdagangan Sistem Proteksi Kebakaran dan Jasa Sistem Proteksi Kebakaran,"Perkantoran Mutiara Taman Palem No. 53 Cengkareng Timur, Kec. Cengkareng, Kota Adm. Jakarta Barat, Prov. DKI Jakarta 11730, Indonesia.",https://www.adiwarna.co.id/,7.500.000 Lot,23.08%,EP - MNC SEKURITAS,EP - MNC SEKURITAS,,,,,,,,,13 Nov 2024,,Rp 135
Closed,PTMRSyariah,PT Master Print Tbk,Basic Materials,Containers & Packaging,,Rp 128,,,,,,,,,Bergerak dalam bidang perdagangan sebagai distributor resmi dan penyewaan barang-barang industri pen,"Jl. Pangeran Jayakarta 135, Blok C 12-15, Mangga Dua Selatan, Sawah Besar, Jakarta Pusat-10730, DKI Jakarta",https://www.masterprint.co.id,4.350.000 Lot,22.81%,RG - PROFINDO SEKURITAS INDONESIA,RG - PROFINDO SEKURITAS INDONESIA,,,,,,,,,08 Oct 2024,,
Closed,VERNSyariah,PT Verona Indah Pictures Tbk,Consumer Cyclicals,Entertainment & Movie Production,,Rp 195,,,,,,,,,"Aktivitas Produksi, Pasca Produksi, serta Distribusi Film, Video, dan Program Televisi oleh Swasta","Graha Arteri Mas , Jalan Panjang No.68, Kav.38-39, Kel. Kedoya Selatan, Kec. Kebon Jeruk, Jakarta Barat, DKI Jakarta",https://www.veronapictures.co.id/,11.216.500 Lot,23.54%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITAS,,,,,,,,,08 Oct 2024,,Rp 216
Postpone,GWAASyariah,PT Golden Westindo Artajaya Tbk,Consumer Non-Cyclicals,Food Retail & Distributors,,,,,,,,,,,"Perdagangan Pakan Pembenihan Udang dan Ikan, Pakan Ikan Hias, Peralatan Akuarium dan Pakan Beku Ikan","Puri Indah Financial Tower Lt. 20 Unit 09 – 11 Jl. Puri Lingkar Dalam Blok T.8 RT 001/RW 002, Kembangan Selatan Kec. Kembangan, Kota Jakarta Barat DKI Jakarta 11610",https://www.goldenwestindo.com/,6.857.143 Lot,30%,AH - SHINHAN SEKURITAS INDONESIA,AH - SHINHAN SEKURITAS INDONESIA,,,,,,,,,12 Sep 2024,,
Closed,NESTSyariah,PT Esta Indonesia Tbk,Consumer Non-Cyclicals,"Fish, Meat, & Poultry",,Rp 200,,,,,,,,,Bergerak dalam bidang Pembibitan dan Budidaya Burung Walet dan Perdagangan Besar Sarang Burung Walet,"Terboyo Industri II/2, Terboyo Megah Industri, Semarang 50112 - Indonesia",https://www.estaindonesia.co.id,8.225.000 Lot,20%,HD - KGI SEKURITAS INDONESIA,HD - KGI SEKURITAS INDONESIA,,,,,,,,,08 Aug 2024,,
Closed,DOSSSyariah,PT Global Sukses Digital Tbk,Consumer Cyclicals,Electronics Retail,,Rp 135,,,,,,,,,Perdagangan Eceran Alat Fotografi dan Perlengkapannya,"Jl. Tebah No. 4., Kel. Gunung, Kec. Kebayoran Baru, Jakarta Selatan",https://www.globalsuksesdigital.com,4.500.000 Lot,26.09%,IF - SAMUEL SEKURITAS INDONESIA,IF - SAMUEL SEKURITAS INDONESIA,,,,,,,,,07 Aug 2024,,
Closed,LABSSyariah,PT UBC Medical Indonesia Tbk,Healthcare,Healthcare Equipment,,Rp 102,,,,,,,,,Distributor Alat Kesehatan,"Kawasan Industri Pulogadung, Jl. Rawagelam V, Blok L, No Kav 11-13, Kel. Jatinegara Kec. Cakung Jakarta Timur, Jakarta",https://www.ubcindonesia.com,7.000.000 Lot,17.72%,YJ - LOTUS ANDALAN SEKURITAS,YJ - LOTUS ANDALAN SEKURITAS,,,,,,,,,10 Jul 2024,,
Closed,GOLFSyariah,PT Intra GolfLink Resorts Tbk,Consumer Cyclicals,Recreational & Sports Facilities,,Rp 200,,,,,,,,,"Bergerak Dalam Bidang Jasa Konsultasi Manajemen dan Pengelolaan Lapangan Golf, Pengembangan Properti","Desa Kadumanggu, Kecamatan Madang Bogor 16810 – Jawa Barat",https://www.golflinkresorts.co.id/id,19.500.000 Lot,10.01%,IF - SAMUEL SEKURITAS INDONESIA,IF - SAMUEL SEKURITAS INDONESIAMG - SEMESTA INDOVEST SEKURITASLG - TRIMEGAH SEKURITAS INDONESIA TBK.CP - KB VALBURY SEKURITAS,,,,,,,,,08 Jul 2024,,
Closed,BLESSyariah,PT Superior Prima Sukses Tbk,Basic Materials,Construction Materials,,Rp 183,,,,,,,,,Industri Bata Ringan dan Semen Mortar,"Jl Raya Kupang Baru No 27, Dukuh Kupang, Dukuh Pakis, Surabaya Jawa Timur 60225",https://superiorprimasukses.com,13.138.240 Lot,15%,YJ - LOTUS ANDALAN SEKURITAS,YJ - LOTUS ANDALAN SEKURITAS,,,,,,,,,08 Jul 2024,,
Closed,SPRESyariah,PT Soraya Berjaya Indonesia Tbk,Consumer Cyclicals,Apparel & Textile Retail,,Rp 125,,,,,,,,,industri dan perdagangan barang jadi keperluan rumah tangga,"Jl. Bandes, Keluarahan Aie Pacah, Kecamatan Koto Tangah, Kota Padang, Sumatera Barat 25176",https://sorayaberjaya.id/,2.400.000 Lot,30%,EP - MNC SEKURITAS,EP - MNC SEKURITAS,,,,,,,,,03 Jul 2024,,
Closed,BATRSyariah,PT Benteng Api Technic Tbk,Basic Materials,Construction Materials,,Rp 110,,,,,,,,,Manufaktur & Perdagangan produk Refraktori (Material Tahan Api) dan Insulasi Tahan Panas beserta J,"Jl. Kebraon II No. 103 A, Surabaya, Jawa Timur 60222",https://bentengapi.com/,6.200.000 Lot,20.5%,HD - KGI SEKURITAS INDONESIA,HD - KGI SEKURITAS INDONESIA,,,,,,,,,10 Jun 2024,,Rp 300
Closed,SOLASyariah,PT Xolare RCR Energy Tbk,Basic Materials,Construction Materials,,Rp 110,,,,,,,,,"Perdagangan Aspal, Industri Pengolahan Aspal dan Jasa Konstruksi","Gedung Plaza Simatupang Lt. 6, Jl. TB Simatupang Kav. IS No. 01 Pondok Pinang, Kebayoran Lama, Jakarta Selatan, DKI Jakarta 12310",https://www.xolare.co.id/,6.562.500 Lot,20%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITAS,,,,,,,,,08 May 2024,,
Closed,DATASyariah,PT Remala Abadi Tbk,Technology,IT Services & Consulting,,Rp 188,,,,,,,,,"ISP, jaringan tetap berbasis kabel/tanpa kabel, dan konsultasi IT","Graha Mustika Ratu Jalan Gatot Subroto No.74-75, Jakarta Selatan DKI Jakarta 12870",https://remala.id,2.750.000 Lot,20%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITAS,,,,,,,,,07 May 2024,,
Closed,MHKISyariah,PT Multi Hanna Kreasindo Tbk,Industrials,Environmental & Facilities Services,,Rp 160,,,,,,,,,Pengelolaan (treatment) Limbah Bahan Berbahaya dan Beracun (B3) dan Non B3 serta Perdagangan Besar,"Jl. Raya Narogong Km 12, Pangkalan II No. 23, Cikiwul Kec. Bantar Gebang, Kota Bekasi, Jawa Barat 17152 Telepon: +62 21 8250196 Fax: +62 21 82601939",https://www.multihanna.co.id/,7.500.000 Lot,20%,XA - NH KORINDO SEKURITAS INDONESIA,XA - NH KORINDO SEKURITAS INDONESIA,,,,,,,,,16 Apr 2024,,
Closed,ATLASyariah,PT Atlantis Subsea Indonesia Tbk,Energy,"Oil, Gas & Coal Equipment & Services",,Rp 100,,,,,,,,,Bergerak dalam Bidang Survei dan Layanan untuk Perusahaan Energi,"Jl.Tebet Barat Dalam Raya No.6, Jakarta Selatan 12810, Indonesia",https://www.atlantissubsea.com,12.000.000 Lot,19.36%,SH - ARTHA SEKURITAS INDONESIA,SH - ARTHA SEKURITAS INDONESIA,,,,,,,,,16 Apr 2024,,Rp 300
